Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Eldorado gold corp,EGO,"",4764869.0,53415000.0,0.0627,0.057,337,-131004.0,-2.675805,reduction,2.5800112,Q2 2018,MATERIALS,13F,03/31/2022,7.29,
Perdoceo education corp. (career education),PRDO,"",4649669.0,53378000.0,0.0626,0.0685,338,-30318.0,-0.647822,reduction,6.7602747,Q3 2008,CONSUMER DISCRETIONARY,13F,03/31/2022,8.97,
Olin corp. (mathieson chemical),OLN,"",1015700.0,53101000.0,0.0623,0.0354,339,521300.0,105.440939,addition,0.6689607,Q2 2021,MATERIALS,13F,03/31/2022,49.929,
Nvr inc,NVR,"",11870.0,53026000.0,0.0622,0.0584,340,3930.0,49.496222,addition,0.3608269,Q4 2015,CONSUMER DISCRETIONARY,13F,03/31/2022,3757.7738,
Robinhood markets inc,HOOD,"",3922000.0,52986000.0,0.0622,,341,3922000.0,,new,0.5272344,Q1 2022,FINANCE,13F,03/31/2022,13.51,
Zoominfo technologies inc.,ZI,"",886200.0,52942000.0,0.0621,0.0493,342,269200.0,43.63047,addition,No Data,Q2 2021,COMMUNICATIONS,13F,03/31/2022,60.6312,
Invs real estate trust,CSR,"",538332.0,52821000.0,0.062,0.0772,343,-21552.0,-3.849369,reduction,3.5035631,Q3 2014,REAL ESTATE,13F,03/31/2022,3001.5,
Trex company,TREX,"",804800.0,52578000.0,0.0617,0.0258,344,651400.0,424.64146,addition,0.7109589,Q3 2021,INDUSTRIALS,13F,03/31/2022,72.3062,
Geopark ltd,GPRK,"",3490431.0,52147000.0,0.0612,0.0504,345,-48500.0,-1.37047,reduction,5.7943980,Q2 2015,ENERGY,13F,03/31/2022,,
Manulife financial corp,MFC,"",2439424.0,52082000.0,0.0611,,346,2439424.0,,new,0.1271621,Q1 2022,FINANCE,13F,03/31/2022,21.35,
Gamestop corp.  class a,GME,"",306912.0,51125000.0,0.06,0.0005,347,304312.0,11704.307692,addition,0.4031471,Q2 2021,CONSUMER DISCRETIONARY,13F,03/31/2022,166.4259,
Open text corp.,OTEX,"",1201716.0,51001000.0,0.0599,0.0322,348,656800.0,120.532339,addition,0.4442449,Q3 2018,COMMUNICATIONS,13F,03/31/2022,44.3952,
Chipmos technologies inc,IMOS,"",1429600.0,50794000.0,0.0596,0.0647,349,-51800.0,-3.496692,reduction,3.9315763,Q3 2005,INFORMATION TECHNOLOGY,13F,03/31/2022,24.59,
Ecopetrol s.a. adr,EC,"",2727430.0,50730000.0,0.0595,0.0437,350,3500.0,0.128491,addition,0.1326678,Q3 2009,ENERGY,13F,03/31/2022,15.3342,
Heidrick & struggles international inc,HSII,"",1270202.0,50275000.0,0.059,0.0676,351,28400.0,2.286999,addition,6.4419040,Q2 2010,INDUSTRIALS,13F,03/31/2022,25.4824,
Albertsons companies  inc.,ACI,"",1508105.0,50144000.0,0.0588,0.0496,352,188100.0,14.249946,addition,0.2836972,Q2 2021,CONSUMER STAPLES,13F,03/31/2022,27.9283,
Packaging corp. of america,PKG,"",319800.0,49924000.0,0.0586,0.0244,353,176000.0,122.392211,addition,0.3412978,Q1 2021,MATERIALS,13F,03/31/2022,146.8156,
Coty inc.,COTY,"",5552330.0,49915000.0,0.0586,0.0361,354,2789300.0,100.950768,addition,0.6616288,Q3 2019,CONSUMER STAPLES,13F,03/31/2022,9.2587,
W d-40 co,WDFC,"",266938.0,48911000.0,0.0574,0.0903,355,-29900.0,-10.072834,reduction,1.9588270,Q3 2005,CONSUMER STAPLES,13F,03/31/2022,108.27,
Equity lifestyle properties inc,ELS,"",638864.0,48860000.0,0.0573,0.0707,356,-9700.0,-1.495612,reduction,0.3434540,Q2 2014,REAL ESTATE,13F,03/31/2022,42.22,
Insulet corp,PODD,"",182900.0,48723000.0,0.0572,0.0293,357,94500.0,106.900452,addition,0.2637741,Q4 2021,HEALTH CARE,13F,03/31/2022,266.2353,
Echostar corp.,SATS,"",1996804.0,48602000.0,0.057,0.0681,358,-81300.0,-3.91222,reduction,5.3635850,Q1 2008,CONSUMER DISCRETIONARY,13F,03/31/2022,28.13,
Gladstone commercial corp,GOOD,"",2207120.0,48601000.0,0.057,0.0665,359,133700.0,6.448284,addition,5.7106644,Q1 2014,REAL ESTATE,13F,03/31/2022,19.2017,
National storage affiliates trust,NSA,"",771586.0,48425000.0,0.0568,0.062,360,50984.0,7.075195,addition,0.8430126,Q3 2015,REAL ESTATE,13F,03/31/2022,44.2777,
Pentair plc,PNR,"",892164.0,48364000.0,0.0568,0.0293,361,569400.0,176.413726,addition,0.5393989,Q4 2021,INDUSTRIALS,13F,03/31/2022,61.0186,
Skillz inc,SKLZ,"",16074900.0,48225000.0,0.0566,,362,16074900.0,,new,4.7166924,Q1 2022,FINANCE,13F,03/31/2022,3.0,
Becton  dickinson and co.,BDX,"",185803.8,48218000.0,0.0566,0.0363,363,66727.5,56.037599,addition,0.0635898,Q4 2020,HEALTH CARE,13F,03/31/2022,250.4681,
Builders firstsource inc,BLDR,"",745641.0,48124000.0,0.0565,0.0454,364,319408.0,74.937417,addition,0.4218082,Q3 2014,INDUSTRIALS,13F,03/31/2022,52.0327,
Johnson & johnson co.,JNJ,"",271200.0,48065000.0,0.0564,0.0822,365,-115200.0,-29.813665,reduction,0.0103063,Q1 2010,HEALTH CARE,13F,03/31/2022,163.36,
Arthur j. gallagher & co inc,AJG,"",275000.0,48015000.0,0.0563,0.0576,366,1900.0,0.695716,addition,0.1309100,Q2 2021,FINANCE,13F,03/31/2022,145.135,
Meridian bioscience inc,VIVO,"",1834764.0,47630000.0,0.0559,0.0486,367,-78540.0,-4.104941,reduction,4.2105758,Q4 2012,HEALTH CARE,13F,03/31/2022,17.33,
Waste connections inc,WCN,"",340833.0,47614000.0,0.0559,0.1622,368,-615761.0,-64.370151,reduction,0.1325342,Q4 2010,INDUSTRIALS,13F,03/31/2022,99.59,
Newell brands inc,NWL,"",2212527.0,47370000.0,0.0556,0.0546,369,202600.0,10.079968,addition,0.5350730,Q2 2021,CONSUMER DISCRETIONARY,13F,03/31/2022,22.2003,
National bank holdings corp,NBHC,"",1167500.0,47027000.0,0.0552,0.065,370,-21600.0,-1.8165,reduction,3.8852984,Q1 2014,FINANCE,13F,03/31/2022,25.11,
Amphenol corp. (1987),APH,"",622900.0,46936000.0,0.0551,,371,622900.0,,new,0.1043142,Q1 2022,INFORMATION TECHNOLOGY,13F,03/31/2022,75.35,
Zillow group inc class c,Z,"",951114.0,46880000.0,0.055,,372,951114.0,,new,0.5284768,Q1 2022,COMMUNICATIONS,13F,03/31/2022,49.29,
Teradyne inc,TER,"",393900.0,46571000.0,0.0547,0.1169,373,-180600.0,-31.436031,reduction,0.2458755,Q4 2014,INFORMATION TECHNOLOGY,13F,03/31/2022,119.32,
Dte energy co. (detroit edison),DTE,"",351470.0,46468000.0,0.0545,0.1108,374,-393430.0,-52.816485,reduction,0.1814140,Q4 2012,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,114.67,
Sm energy co,SM,"",1183200.0,46086000.0,0.0541,0.0086,375,948900.0,404.993598,addition,0.9709170,Q3 2021,ENERGY,13F,03/31/2022,37.045,
Crescent point energy corp,CPG,"",6350887.0,46064000.0,0.0541,0.0107,376,4739152.0,294.040397,addition,1.1156604,Q1 2014,ENERGY,13F,03/31/2022,6.4684,
Restaurant brands international inc,QSR,"",787687.0,46002000.0,0.054,0.0016,377,766687.0,3650.890476,addition,0.2565717,Q4 2021,CONSUMER DISCRETIONARY,13F,03/31/2022,58.4511,
Ebay inc.,EBAY,"",797290.0,45653000.0,0.0536,0.0162,378,601522.0,307.262678,addition,0.1424134,Q1 2019,CONSUMER DISCRETIONARY,13F,03/31/2022,52.7789,
Amc entertainment holdings inc,AMC,"",1843033.0,45412000.0,0.0533,0.1584,379,-2838800.0,-60.634371,reduction,0.3566098,Q1 2021,CONSUMER DISCRETIONARY,13F,03/31/2022,35.1,
Golden ocean group limited,GOGL,"",3658689.0,45295000.0,0.0532,0.011,380,2709400.0,285.41361,addition,1.8505776,Q1 2016,ENERGY,13F,03/31/2022,10.9114,
Academy sports and outdoors  inc.,ASO,"",1147500.0,45212000.0,0.0531,0.008,381,1000500.0,680.612245,addition,1.3484651,Q2 2021,CONSUMER DISCRETIONARY,13F,03/31/2022,39.5729,
Varonis systems inc,VRNS,"",951000.0,45211000.0,0.0531,0.0474,382,170700.0,21.876201,addition,0.8679409,Q2 2020,INFORMATION TECHNOLOGY,13F,03/31/2022,44.0529,
Interdigital  inc.,IDCC,"",706467.0,45073000.0,0.0529,0.0622,383,7993.0,1.144352,addition,2.2885213,Q4 2011,INFORMATION TECHNOLOGY,13F,03/31/2022,60.2111,
Centennial resource development inc,CDEV,"",5560500.0,44873000.0,0.0527,0.0154,384,3488800.0,168.402761,addition,1.9511029,Q4 2018,ENERGY,13F,03/31/2022,7.0827,
American airlines group inc,AAL,"",2454800.0,44800000.0,0.0526,,385,2454800.0,,new,0.3779436,Q3 2021,TRANSPORTS,13F,03/31/2022,18.25,
Seagate technology plc,STX,"",494393.0,44446000.0,0.0522,0.1349,386,-465100.0,-48.473517,reduction,0.2301172,Q4 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,112.98,
Carriage services inc. class a,CSV,"",830500.0,44291000.0,0.052,0.0706,387,-50000.0,-5.678592,reduction,5.5779236,Q4 2005,CONSUMER DISCRETIONARY,13F,03/31/2022,19.8,
Crispr therapeutics ag,CRSP,"",702300.0,44083000.0,0.0517,0.0546,388,123458.0,21.328445,addition,0.9066957,Q4 2021,HEALTH CARE,13F,03/31/2022,73.493,
Forrester research inc,FORR,"",776524.0,43811000.0,0.0514,0.0597,389,-41200.0,-5.038375,reduction,4.1138165,Q3 2005,INFORMATION TECHNOLOGY,13F,03/31/2022,36.11,
Host hotels& resorts inc,HST,"",2238065.0,43486000.0,0.051,0.0269,390,994554.0,79.97951,addition,0.3131137,Q3 2017,REAL ESTATE,13F,03/31/2022,18.0743,
Pam transportation services inc,PTSI,"",1245808.0,43292000.0,0.0508,0.0567,391,-38212.0,-2.975966,reduction,11.1908294,Q1 2006,TRANSPORTS,13F,03/31/2022,7.4,
Enanta pharmaceuticals inc,ENTA,"",607100.0,43213000.0,0.0507,0.0665,392,-107300.0,-15.019597,reduction,2.9310532,Q1 2016,HEALTH CARE,13F,03/31/2022,46.15,
New oriental education & tech group inc adr,EDU,"",37490100.0,43114000.0,0.0506,0.0424,393,21246644.0,130.801253,addition,2.2092426,Q3 2018,CONSUMER DISCRETIONARY,13F,03/31/2022,3.442,
Clearway energy inc class a,CWEN.A,"",1293629.0,43104000.0,0.0506,0.0511,394,67293.0,5.487322,addition,3.7388505,Q4 2017,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,18.5315,
Biontech se adr,BNTX,"",250419.0,42711000.0,0.0501,,395,250419.0,,new,0.1030449,Q1 2022,HEALTH CARE,13F,03/31/2022,170.56,
Apollo global management inc,APO,"",688872.0,42703000.0,0.0501,0.1782,396,-1288262.0,-65.158052,reduction,0.1199168,Q1 2021,FINANCE,13F,03/31/2022,72.43,
Cdw corp.,CDW,"",238598.0,42683000.0,0.0501,0.1057,397,-176300.0,-42.492372,reduction,0.1765879,Q1 2017,INFORMATION TECHNOLOGY,13F,03/31/2022,203.9,
Logitech international sa adr,LOGI,"",576963.0,42568000.0,0.05,0.1108,398,-502837.0,-46.567605,reduction,0.3332992,Q1 2014,INFORMATION TECHNOLOGY,13F,03/31/2022,31.61,
Idt corp. class b,IDT,"",1248377.0,42557000.0,0.0499,0.0726,399,-72829.0,-5.512312,reduction,5.0609888,Q2 2005,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,10.95,
Healthcare realty trust inc,HR,"",1547600.0,42528000.0,0.0499,0.0229,400,965000.0,165.636801,addition,1.0208077,Q1 2020,REAL ESTATE,13F,03/31/2022,29.046,
Ipg photonics corp,IPGP,"",385300.0,42291000.0,0.0496,0.0348,401,222900.0,137.253695,addition,0.7427808,Q4 2020,INFORMATION TECHNOLOGY,13F,03/31/2022,132.7818,
Arch coal inc,ARCH,"",306600.0,42121000.0,0.0494,0.0269,402,69500.0,29.312526,addition,1.9809580,Q4 2021,ENERGY,13F,03/31/2022,101.7609,
Microstrategy inc.,MSTR,"",86300.0,41969000.0,0.0493,,403,86300.0,,new,0.9246241,Q1 2022,INFORMATION TECHNOLOGY,13F,03/31/2022,486.32,
Pnm resources  inc.,PNM,"",876656.0,41790000.0,0.049,0.0985,404,-859900.0,-49.517551,reduction,1.0213285,Q1 2011,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,45.24,
Repligen corp.,RGEN,"",220816.0,41533000.0,0.0487,0.0582,405,44100.0,24.955296,addition,0.4056947,Q4 2018,HEALTH CARE,13F,03/31/2022,126.532,
Vistra energy corp,VST,"",1781440.0,41418000.0,0.0486,0.002,406,1711407.0,2443.715106,addition,0.4125401,Q4 2017,ENERGY,13F,03/31/2022,23.1442,
Apartment income reit corp.,AIRC,"",773500.0,41351000.0,0.0485,0.0486,407,58667.0,8.207092,addition,0.4923708,Q2 2021,REAL ESTATE,13F,03/31/2022,51.2605,
Kraft heinz co. (the),KHC,"",1048700.0,41308000.0,0.0485,0.0913,408,-996600.0,-48.726348,reduction,0.0856815,Q2 2021,CONSUMER STAPLES,13F,03/31/2022,36.1,
Datadog inc,DDOG,"",272700.0,41306000.0,0.0485,0.1126,409,-235596.0,-46.350158,reduction,0.0963240,Q1 2020,INFORMATION TECHNOLOGY,13F,03/31/2022,141.35,
Range resources corp.,RRC,"",1358483.0,41271000.0,0.0484,0.0444,410,-642068.0,-32.094558,reduction,0.5035198,Q3 2020,ENERGY,13F,03/31/2022,17.65,
Berkshire hathaway inc class a,BRK.A,"",78.0,41256000.0,0.0484,0.5158,411,-842.0,-91.521739,reduction,0.0127096,Q1 2015,FINANCE,13F,03/31/2022,429284.33,
Smith & wesson brands inc. (american outdoor brands),SWBI,"",2721377.0,41174000.0,0.0483,0.067,412,-302000.0,-9.98883,reduction,5.9466248,Q3 2018,CONSUMER DISCRETIONARY,13F,03/31/2022,15.08,
Check point software technologies ltd,CHKP,"",297700.0,41160000.0,0.0483,0.0653,413,-152608.0,-33.889693,reduction,0.2306577,Q2 2016,INFORMATION TECHNOLOGY,13F,03/31/2022,110.83,
Grainger (w.w.) inc.,GWW,"",79700.0,41108000.0,0.0482,0.0729,414,-33300.0,-29.469027,reduction,0.1559636,Q1 2018,INDUSTRIALS,13F,03/31/2022,515.69,
Enova international inc,ENVA,"",1077643.0,40918000.0,0.048,0.0609,415,-118300.0,-9.891776,reduction,3.3096292,Q2 2015,FINANCE,13F,03/31/2022,24.38,
Berkeley (w.r.) corp.,WRB,"",609348.0,40576000.0,0.0476,0.0498,416,-119802.0,-16.430364,reduction,0.2297749,Q1 2015,FINANCE,13F,03/31/2022,49.23,
Sba communications corp.,SBAC,"",117749.0,40517000.0,0.0475,0.0308,417,54100.0,84.997408,addition,0.1091997,Q2 2017,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,325.1214,
Clean harbors inc.,CLH,"",362733.0,40496000.0,0.0475,0.0457,418,-5700.0,-1.547093,reduction,0.6664258,Q2 2014,INDUSTRIALS,13F,03/31/2022,54.28,
Enbridge  inc. (interprovincial pipe line system - ipl energy),ENB,"",876110.0,40383000.0,0.0474,0.0061,419,750457.0,597.245589,addition,0.0432529,Q4 2021,ENERGY,13F,03/31/2022,45.0846,
Whirlpool corp. (de),WHR,"",233557.0,40354000.0,0.0474,0.0254,420,146700.0,168.898304,addition,0.4155644,Q4 2020,CONSUMER DISCRETIONARY,13F,03/31/2022,183.9924,
Cliffs natural resources inc.,CLF,"",1252359.0,40338000.0,0.0473,,421,1252359.0,,new,0.2386640,Q1 2022,MATERIALS,13F,03/31/2022,32.21,
Hanesbrands  inc.,HBI,"",2708900.0,40336000.0,0.0473,0.0385,422,859223.0,46.452597,addition,0.7766882,Q1 2021,CONSUMER DISCRETIONARY,13F,03/31/2022,16.2556,
Supernus pharmaceuticals inc,SUPN,"",1243522.0,40191000.0,0.0472,0.045,423,4400.0,0.35509,addition,2.3281169,Q4 2017,HEALTH CARE,13F,03/31/2022,29.8388,
Alpha metallurgical resources inc.,AMR,"",304115.0,40131000.0,0.0471,0.0036,424,257000.0,545.473841,addition,1.6251846,Q3 2020,MATERIALS,13F,03/31/2022,115.3288,
Synopsys inc.,SNPS,"",119834.0,39937000.0,0.0469,0.0817,425,-58300.0,-32.728171,reduction,0.0783381,Q3 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,317.52,
A10 networks inc,ATEN,"",2855060.0,39828000.0,0.0467,0.0609,426,-99773.0,-3.376604,reduction,3.7653528,Q4 2014,INFORMATION TECHNOLOGY,13F,03/31/2022,7.23,
Alexandria real estate equities  inc.,ARE,"",196000.0,39445000.0,0.0463,0.0836,427,-105400.0,-34.970139,reduction,0.1200849,Q3 2021,REAL ESTATE,13F,03/31/2022,219.15,
Genmab a/s,GMAB,"",1088500.0,39382000.0,0.0462,0.0529,428,14100.0,1.31236,addition,0.1655427,Q1 2020,HEALTH CARE,13F,03/31/2022,34.7883,
Koninklijke philips electronics nv adr,PHG,"",1283821.0,39289000.0,0.0461,0.0102,429,1061054.0,476.306634,addition,0.1429528,Q1 2020,INDUSTRIALS,13F,03/31/2022,32.869,
Ironwood pharmaceuticals inc,IRWD,"",3123053.0,39288000.0,0.0461,0.0389,430,443800.0,16.564318,addition,2.0300938,Q1 2019,HEALTH CARE,13F,03/31/2022,11.6535,
Federal realty investment trust,FRT,"",321000.0,39184000.0,0.046,0.0459,431,50300.0,18.581455,addition,0.4041792,Q4 2016,REAL ESTATE,13F,03/31/2022,127.7033,
Ppl corp. (pennsylvania power & light),PPL,"",1371100.0,39159000.0,0.046,0.0816,432,-809800.0,-37.131459,reduction,0.1863153,Q1 2021,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,29.27,
Saia inc,SAIA,"",160598.0,39157000.0,0.046,0.0382,433,69500.0,76.291466,addition,0.6081322,Q2 2021,TRANSPORTS,13F,03/31/2022,239.1913,
Frontdoor inc,FTDR,"",1311518.0,39149000.0,0.0459,0.079,434,-421900.0,-24.339196,reduction,1.5943962,Q2 2019,INDUSTRIALS,13F,03/31/2022,44.37,
Sealed air corp.,SEE,"",583221.0,39052000.0,0.0458,0.0253,435,282200.0,93.747612,addition,0.3992356,Q4 2018,MATERIALS,13F,03/31/2022,60.4102,
Equity commonwealth inc.,EQC,"",1378886.0,38898000.0,0.0456,0.0381,436,196776.0,16.646167,addition,1.2238256,Q3 2010,REAL ESTATE,13F,03/31/2022,30.8162,
National healthcare corp,NHC,"",551087.0,38703000.0,0.0454,0.0479,437,-15400.0,-2.718509,reduction,3.5619653,Q4 2005,HEALTH CARE,13F,03/31/2022,61.79,
Endo international plc,ENDP,"",16631661.0,38419000.0,0.0451,0.0707,438,1522500.0,10.076668,addition,7.0738838,Q1 2016,HEALTH CARE,13F,03/31/2022,5.8621,
Fiverr international ltd,FVRR,"",503000.0,38263000.0,0.0449,0.0435,439,195235.0,63.436388,addition,1.3682939,Q1 2020,CONSUMER DISCRETIONARY,13F,03/31/2022,99.0453,
Republic services inc.,RSG,"",288613.0,38241000.0,0.0449,0.0484,440,9452.0,3.38586,addition,0.0913648,Q4 2014,INDUSTRIALS,13F,03/31/2022,105.5427,
California resources corp.,CRC,"",853136.0,38161000.0,0.0448,0.0116,441,635700.0,292.36189,addition,1.0989657,Q2 2021,ENERGY,13F,03/31/2022,41.5824,
Spotify technology sa,SPOT,"",251400.0,37966000.0,0.0446,,442,251400.0,,new,0.1402535,Q1 2022,COMMUNICATIONS,13F,03/31/2022,151.02,
Biomarin pharmaceutical inc,BMRN,"",491171.0,37869000.0,0.0444,0.0716,443,-159889.0,-24.558259,reduction,0.2655045,Q1 2021,HEALTH CARE,13F,03/31/2022,81.08,
Getty realty corp.,GTY,"",1320581.0,37795000.0,0.0444,0.0529,444,-4331.0,-0.32689,reduction,2.8258014,Q2 2014,REAL ESTATE,13F,03/31/2022,24.47,
Wayfair inc class a,W,"",339100.0,37565000.0,0.0441,,445,339100.0,,new,0.4262432,Q1 2022,CONSUMER DISCRETIONARY,13F,03/31/2022,110.78,
Costamare inc,CMRE,"",2187082.0,37290000.0,0.0438,0.0344,446,4300.0,0.196996,addition,1.7720582,Q4 2016,ENERGY,13F,03/31/2022,6.8401,
Idex corp.,IEX,"",194225.0,37239000.0,0.0437,0.0426,447,49400.0,34.110133,addition,0.2555404,Q2 2019,INDUSTRIALS,13F,03/31/2022,216.4783,
Liquidity services inc,LQDT,"",2174364.0,37225000.0,0.0437,0.0612,448,-53200.0,-2.388259,reduction,6.1118806,Q3 2014,COMMUNICATIONS,13F,03/31/2022,7.96,
Oge energy corp. (oklahoma gas & electric),OGE,"",911943.0,37189000.0,0.0436,0.0267,449,352000.0,62.863541,addition,0.4555099,Q4 2013,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,36.1381,
Ritchie brothers auctioneers  inc.,RBA,"",620308.0,36625000.0,0.043,0.0567,450,-123695.0,-16.625605,reduction,0.5596914,Q4 2018,INDUSTRIALS,13F,03/31/2022,39.3,
Xcel energy inc. (northern states power co. (mn)),XEL,"",504450.0,36406000.0,0.0427,0.0711,451,-339500.0,-40.227502,reduction,0.0926186,Q3 2015,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,62.61,
Allegion plc,ALLE,"",331500.0,36392000.0,0.0427,0.0244,452,183700.0,124.289581,addition,0.3775415,Q4 2018,INDUSTRIALS,13F,03/31/2022,120.3422,
Watsco inc.,WSO,"",119200.0,36313000.0,0.0426,0.0555,453,-23500.0,-16.468115,reduction,0.3594133,Q4 2018,INDUSTRIALS,13F,03/31/2022,254.76,
Vanda pharmaceuticals inc,VNDA,"",3208614.0,36289000.0,0.0426,0.0627,454,-3600.0,-0.112072,reduction,5.6799971,Q4 2015,HEALTH CARE,13F,03/31/2022,15.95,
Masco corp.,MAS,"",710700.0,36246000.0,0.0425,0.0018,455,689900.0,3316.826923,addition,0.3012201,Q4 2014,INDUSTRIALS,13F,03/31/2022,51.1381,
Embraer s.a. adr,ERJ,"",2869400.0,36183000.0,0.0425,0.0255,456,1712800.0,148.089227,addition,1.5500529,Q1 2015,INDUSTRIALS,13F,03/31/2022,12.743,
World wrestling entertainment inc,WWE,"",578900.0,36147000.0,0.0424,0.0292,457,102800.0,21.592102,addition,1.3386164,Q2 2017,COMMUNICATIONS,13F,03/31/2022,51.0988,
Hasbro inc.,HAS,"",441100.0,36135000.0,0.0424,0.0348,458,166200.0,60.458348,addition,0.3163313,Q1 2021,CONSUMER DISCRETIONARY,13F,03/31/2022,91.6608,
Transocean ltd,RIG,"",7872028.0,35975000.0,0.0422,0.0005,459,7732128.0,5526.896355,addition,1.1558563,Q4 2020,ENERGY,13F,03/31/2022,4.5378,
Rex american resources corp.,REX,"",360705.0,35926000.0,0.0422,0.0432,460,-1100.0,-0.304031,reduction,6.0926286,Q4 2006,CONSUMER DISCRETIONARY,13F,03/31/2022,55.7,
Pembina pipeline corp,PBA,"",949212.0,35692000.0,0.0419,,461,949212.0,,new,0.1711357,Q1 2022,ENERGY,13F,03/31/2022,37.6,
Siteone landscape supply inc,SITE,"",220700.0,35685000.0,0.0419,0.0584,462,26800.0,13.821558,addition,0.4912051,Q4 2019,INDUSTRIALS,13F,03/31/2022,205.2758,
Intercontinental exchange inc,ICE,"",269633.0,35624000.0,0.0418,0.0295,463,96543.0,55.776186,addition,0.0482983,Q4 2021,FINANCE,13F,03/31/2022,135.1051,
Stoneco ltd,STNE,"",3034500.0,35504000.0,0.0417,,464,3034500.0,,new,1.1386916,Q2 2019,FINANCE,13F,03/31/2022,11.7,
Balchem corp.,BCPC,"",259700.0,35501000.0,0.0417,0.0412,465,63500.0,32.364934,addition,0.8085894,Q2 2017,MATERIALS,13F,03/31/2022,100.1269,
Clearway energy inc,CWEN,"",970622.0,35437000.0,0.0416,0.0417,466,40585.0,4.363805,addition,1.1844908,Q2 2016,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,19.416,
Store capital corp,STOR,"",1211700.0,35418000.0,0.0416,,467,1211700.0,,new,0.4318746,Q3 2021,REAL ESTATE,13F,03/31/2022,29.23,
U.s. bancorp (first national bank of cincinnati),USB,"",666200.0,35409000.0,0.0416,0.0187,468,398000.0,148.396719,addition,0.0448396,Q4 2021,FINANCE,13F,03/31/2022,54.3658,
Winmark corp,WINA,"",160231.0,35251000.0,0.0414,0.0503,469,-2621.0,-1.609437,reduction,4.6059671,Q2 2010,FINANCE,13F,03/31/2022,95.55,
Fortune brands home & security inc,FBHS,"",472700.0,35112000.0,0.0412,,470,472700.0,,new,0.3613712,Q1 2022,CONSUMER DISCRETIONARY,13F,03/31/2022,74.28,
Emerson electric co.,EMR,"",357600.0,35063000.0,0.0411,0.1861,471,-1251732.0,-77.7796,reduction,0.0602020,Q4 2021,INDUSTRIALS,13F,03/31/2022,92.97,
Nexpoint residential trust inc,NXRT,"",388213.0,35060000.0,0.0411,0.041,472,-5000.0,-1.271575,reduction,1.5105453,Q4 2015,REAL ESTATE,13F,03/31/2022,24.96,
Itt inc. (international telephone and telegraph),ITT,"",466100.0,35055000.0,0.0411,,473,466100.0,,new,0.5582036,Q1 2022,INDUSTRIALS,13F,03/31/2022,75.21,
Silicon laboratories inc,SLAB,"",232998.0,34996000.0,0.0411,0.0137,474,179800.0,337.982631,addition,0.6369445,Q1 2016,INFORMATION TECHNOLOGY,13F,03/31/2022,163.0361,
Travere therapeutics inc,TVTX,"",1357322.0,34978000.0,0.041,0.0402,475,317400.0,30.52152,addition,2.1370387,Q1 2019,MATERIALS,13F,03/31/2022,19.0202,
Stanley black & decker inc.,SWK,"",250162.0,34970000.0,0.041,,476,250162.0,,new,0.1657090,Q1 2021,CONSUMER DISCRETIONARY,13F,03/31/2022,139.79,
Univar solutions inc,UNVR,"",1087802.0,34962000.0,0.041,0.0315,477,194700.0,21.800421,addition,0.6427882,Q3 2020,MATERIALS,13F,03/31/2022,26.5735,
Honda motor co ltd. adr (honda giken kogyo kabushiki kaisha) adr,HMC,"",1236698.0,34949000.0,0.041,0.0514,478,-215000.0,-14.810243,reduction,0.0682720,Q3 2013,CONSUMER DISCRETIONARY,13F,03/31/2022,26.97,
Mandiant inc,MNDT,"",1564400.0,34902000.0,0.041,,479,1564400.0,,new,0.6632190,Q1 2022,INFORMATION TECHNOLOGY,13F,03/31/2022,22.31,
Bjs wholesale club holdings inc,BJ,"",516200.0,34900000.0,0.041,0.023,480,240700.0,87.368421,addition,0.3818560,Q3 2021,CONSUMER DISCRETIONARY,13F,03/31/2022,64.5092,
Ennis inc.,EBF,"",1889253.0,34895000.0,0.041,0.0454,481,21404.0,1.145917,addition,7.3180365,Q4 2013,INDUSTRIALS,13F,03/31/2022,19.4686,
Spartannash co,SPTN,"",1055912.0,34835000.0,0.0409,0.0319,482,59100.0,5.928901,addition,2.9228302,Q2 2018,CONSUMER STAPLES,13F,03/31/2022,18.6124,
Banco de chile adr,BCH,"",1625054.0,34825000.0,0.0409,0.0326,483,-43641.0,-2.615277,reduction,0.3217385,Q4 2006,FINANCE,13F,03/31/2022,21.83,
Sun life financial inc,SLF,"",621600.0,34704000.0,0.0407,0.0364,484,96500.0,18.377452,addition,0.1060618,Q1 2018,FINANCE,13F,03/31/2022,54.3517,
American software inc. class a,AMSWA,"",1661203.0,34619000.0,0.0406,0.0524,485,52103.0,3.238021,addition,5.2344331,Q3 2005,INFORMATION TECHNOLOGY,13F,03/31/2022,9.8169,
