Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Deere & co.,DE,"",59058.0,24536000.0,0.0989,,150,59058.0,,new,0.0193230,Q1 2022,INDUSTRIALS,13F,03/31/2022,415.46,
Huazhu grp ltd ads adr,HTHT,"",735451.0,24263000.0,0.0978,0.1051,151,251114.0,51.846958,addition,0.2285295,Q3 2018,CONSUMER DISCRETIONARY,13F,03/31/2022,38.4165,
Cigna holding co,CI,"",101181.0,24244000.0,0.0977,0.036,152,74247.0,275.662731,addition,0.0318908,Q2 2021,FINANCE,13F,03/31/2022,237.4751,
Aflac inc.,AFL,"",375626.0,24187000.0,0.0975,0.0282,153,292409.0,351.381328,addition,0.0583121,Q4 2021,FINANCE,13F,03/31/2022,63.0607,
Agilent technologies inc,A,"",179849.0,23799000.0,0.0959,0.006,154,173383.0,2681.456851,addition,0.0602090,Q4 2019,INFORMATION TECHNOLOGY,13F,03/31/2022,132.9531,
Motorola solutions inc,MSI,"",97574.0,23632000.0,0.0953,,155,97574.0,,new,0.0583238,Q4 2019,INFORMATION TECHNOLOGY,13F,03/31/2022,242.2,
Corning inc.,GLW,"",640037.0,23624000.0,0.0952,,156,640037.0,,new,0.0757788,Q1 2022,MATERIALS,13F,03/31/2022,36.91,
Quest diagnostics  inc.,DGX,"",171037.0,23408000.0,0.0944,0.1422,157,29631.0,20.954556,addition,0.1457308,Q1 2020,HEALTH CARE,13F,03/31/2022,128.8487,
Cardinal health  inc.,CAH,"",408950.0,23187000.0,0.0935,0.0972,158,84341.0,25.982336,addition,0.1501134,Q4 2017,HEALTH CARE,13F,03/31/2022,54.1282,
Progressive corp.,PGR,"",202885.0,23127000.0,0.0932,0.0328,159,147894.0,268.942191,addition,0.0346885,Q4 2021,FINANCE,13F,03/31/2022,110.9163,
Aptiv plc,APTV,"",188418.0,22556000.0,0.0909,0.2461,160,-68280.0,-26.59935,reduction,0.0695447,Q3 2019,INDUSTRIALS,13F,03/31/2022,139.92,
Corteva inc,CTVA,"",391877.0,22525000.0,0.0908,0.0265,161,295589.0,306.984256,addition,0.0541491,Q4 2021,MATERIALS,13F,03/31/2022,54.9738,
Eog resources inc,EOG,"",188335.0,22455000.0,0.0905,0.0061,162,176459.0,1485.845402,addition,0.0321548,Q4 2020,ENERGY,13F,03/31/2022,116.4164,
Abiomed inc,ABMD,"",66872.0,22151000.0,0.0893,0.1023,163,17874.0,36.47904,addition,0.1465662,Q3 2020,HEALTH CARE,13F,03/31/2022,316.7103,
Lockheed martin corp.,LMT,"",49748.0,21959000.0,0.0885,0.0727,164,14584.0,41.474235,addition,0.0186947,Q3 2021,INDUSTRIALS,13F,03/31/2022,378.3567,
Bright horizons family solutions  inc.,BFAM,"",164672.0,21850000.0,0.0881,0.0918,165,39234.0,31.277603,addition,0.2772107,Q3 2020,CONSUMER DISCRETIONARY,13F,03/31/2022,149.1208,
Citigroup  inc.,C,"",401147.0,21421000.0,0.0864,0.124,166,48041.0,13.605263,addition,0.0202508,Q4 2020,FINANCE,13F,03/31/2022,65.4417,
Las vegas sands corp,LVS,"",550249.0,21388000.0,0.0862,,167,550249.0,,new,0.0720118,Q1 2022,CONSUMER DISCRETIONARY,13F,03/31/2022,38.87,
Microsoft corp.,MSFT,"",69367.0,21387000.0,0.0862,0.0082,168,65162.0,1549.631391,addition,0.0009275,Q4 2020,INFORMATION TECHNOLOGY,13F,03/31/2022,305.9222,
Analog devices inc,ADI,"",128959.0,21301000.0,0.0859,,169,128959.0,,new,0.0248091,Q1 2022,INFORMATION TECHNOLOGY,13F,03/31/2022,165.18,
Dentsply international inc. (1983),XRAY,"",426257.0,20980000.0,0.0846,0.0917,170,143597.0,50.802024,addition,0.1978435,Q1 2020,HEALTH CARE,13F,03/31/2022,53.8154,
Lennar corp. class a,LEN,"",257893.0,20933000.0,0.0844,0.2018,171,-41017.0,-13.722191,reduction,0.1011396,Q2 2019,CONSUMER DISCRETIONARY,13F,03/31/2022,98.65,
General dynamics corp. (electric boat),GD,"",86678.0,20905000.0,0.0843,0.0305,172,61520.0,244.534542,addition,0.0312122,Q4 2021,INDUSTRIALS,13F,03/31/2022,231.686,
Ppg industries  inc. (pittsburgh plate glass),PPG,"",159140.0,20858000.0,0.0841,0.2307,173,-71002.0,-30.851387,reduction,0.0673767,Q2 2019,MATERIALS,13F,03/31/2022,148.26,
Waste management  inc.,WM,"",129421.0,20513000.0,0.0827,0.0429,174,85193.0,192.622321,addition,0.0311702,Q2 2021,INDUSTRIALS,13F,03/31/2022,160.6359,
Duke energy corp.,DUK,"",183575.0,20498000.0,0.0826,0.0083,175,169982.0,1250.511293,addition,0.0238440,Q4 2021,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,111.1594,
Vipshop holdings ltd adr,VIPS,"",2266609.0,20399000.0,0.0822,0.074,176,750623.0,49.513848,addition,0.3919586,Q2 2018,COMMUNICATIONS,13F,03/31/2022,11.8827,
Didi global inc,DIDIY,"",8149902.0,20375000.0,0.0821,0.2939,177,-2003917.0,-19.735599,reduction,0.1858716,Q3 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,7.47,
Old dominion freight line inc,ODFL,"",68196.0,20369000.0,0.0821,0.2296,178,-41997.0,-38.112221,reduction,0.0601621,Q4 2019,TRANSPORTS,13F,03/31/2022,251.71,
Cadence design systems  inc.,CDNS,"",123405.0,20295000.0,0.0818,,179,123405.0,,new,0.0447510,Q1 2022,INFORMATION TECHNOLOGY,13F,03/31/2022,164.46,
Canadian pacific railway ltd. (2001),CP,"",245396.0,20271000.0,0.0817,0.1028,180,-61.0,-0.024852,reduction,0.0263902,Q2 2021,TRANSPORTS,13F,03/31/2022,69.46,
Prologis  inc.,PLD,"",125315.0,20236000.0,0.0816,,181,125315.0,,new,0.0169284,Q2 2021,REAL ESTATE,13F,03/31/2022,161.48,
Goldman sachs group inc,GS,"",61253.0,20220000.0,0.0815,0.1378,182,-697.0,-1.125101,reduction,0.0178348,Q4 2020,FINANCE,13F,03/31/2022,309.35,
Texas instruments  inc.,TXN,"",109169.0,20030000.0,0.0807,,183,109169.0,,new,0.0118387,Q1 2022,INFORMATION TECHNOLOGY,13F,03/31/2022,183.48,
Altria group  inc. (philip morris),MO,"",382075.0,19963000.0,0.0805,0.0663,184,141271.0,58.666384,addition,0.0211026,Q3 2021,CONSUMER STAPLES,13F,03/31/2022,48.8655,
Legend biotech corp ads,LEGN,"",543206.0,19740000.0,0.0796,0.0315,185,427047.0,367.640045,addition,0.3522087,Q4 2021,HEALTH CARE,13F,03/31/2022,38.5361,
Southern co.,SO,"",268983.0,19504000.0,0.0786,0.0133,186,235701.0,708.193618,addition,0.0253155,Q4 2021,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,72.0237,
Caseys general stores  inc.,CASY,"",98083.0,19437000.0,0.0784,0.0858,187,23319.0,31.190145,addition,0.2637468,Q3 2020,CONSUMER STAPLES,13F,03/31/2022,190.9896,
Schein (henry) inc.,HSIC,"",220037.0,19185000.0,0.0773,0.0737,188,56531.0,34.574266,addition,0.1593884,Q1 2020,HEALTH CARE,13F,03/31/2022,74.7879,
Gilead sciences inc.,GILD,"",322072.0,19147000.0,0.0772,0.0182,189,278934.0,646.608559,addition,0.0256772,Q4 2020,HEALTH CARE,13F,03/31/2022,60.0942,
Inspire medical systems inc,INSP,"",74402.0,19098000.0,0.077,0.0744,190,18775.0,33.751595,addition,0.2696593,Q1 2021,HEALTH CARE,13F,03/31/2022,213.8793,
D.r. horton  inc.,DHI,"",255204.0,19015000.0,0.0767,0.2193,191,-92655.0,-26.635792,reduction,0.0724949,Q4 2019,CONSUMER DISCRETIONARY,13F,03/31/2022,87.45,
Lululemon athletica inc.,LULU,"",51278.0,18728000.0,0.0755,0.178,192,-26926.0,-34.430464,reduction,0.0419176,Q4 2019,CONSUMER DISCRETIONARY,13F,03/31/2022,316.62,
Vmware inc,VMW,"",161840.0,18429000.0,0.0743,,193,161840.0,,new,0.0384012,Q3 2019,INFORMATION TECHNOLOGY,13F,03/31/2022,113.87,
Lam research corp.,LRCX,"",33774.0,18157000.0,0.0732,,194,33774.0,,new,0.0243478,Q1 2022,INFORMATION TECHNOLOGY,13F,03/31/2022,537.61,
Canadian national railway co.,CNI,"",134999.0,18125000.0,0.0731,0.0958,195,1095.0,0.81775,addition,0.0196519,Q4 2020,TRANSPORTS,13F,03/31/2022,111.1976,
Equity residential,EQR,"",201449.0,18114000.0,0.073,0.0179,196,167519.0,493.719422,addition,0.0535806,Q2 2021,REAL ESTATE,13F,03/31/2022,88.9953,
Automatic data processing inc,ADP,"",78065.0,17763000.0,0.0716,0.0718,197,27999.0,55.92418,addition,0.0186871,Q2 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,232.0358,
Illinois tool works inc,ITW,"",84542.0,17703000.0,0.0714,,198,84542.0,,new,0.0271453,Q1 2022,INDUSTRIALS,13F,03/31/2022,209.4,
Elevance health inc,ELV,"",35467.0,17422000.0,0.0702,0.0511,199,16505.0,87.042506,addition,0.0147114,Q3 2021,HEALTH CARE,13F,03/31/2022,470.8343,
Carrier global corp.,CARR,"",377555.0,17318000.0,0.0698,0.1605,200,-131570.0,-25.842377,reduction,0.0445103,Q3 2020,INDUSTRIALS,13F,03/31/2022,47.27,
Dominion energy inc,D,"",203080.0,17256000.0,0.0696,0.0104,201,180263.0,790.038129,addition,0.0250323,Q4 2021,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,84.2498,
Hp inc,HPQ,"",472168.0,17140000.0,0.0691,0.0185,202,387889.0,460.243952,addition,0.0456581,Q2 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,35.2094,
Keysight technologies inc,KEYS,"",106547.0,16831000.0,0.0678,,203,106547.0,,new,0.0592106,Q1 2022,HEALTH CARE,13F,03/31/2022,157.97,
Schlumberger ltd.,SLB,"",401977.0,16606000.0,0.0669,0.003,204,384569.0,2209.150965,addition,0.0284392,Q4 2020,ENERGY,13F,03/31/2022,40.66,
Nvidia corp.,NVDA,"",59938.0,16355000.0,0.0659,,205,59938.0,,new,0.0023975,Q1 2022,INFORMATION TECHNOLOGY,13F,03/31/2022,272.86,
Advanced micro devices inc,AMD,"",147102.0,16084000.0,0.0648,,206,147102.0,,new,0.0090775,Q1 2022,INFORMATION TECHNOLOGY,13F,03/31/2022,109.34,
U.s. bancorp (first national bank of cincinnati),USB,"",301811.0,16041000.0,0.0647,0.0866,207,36507.0,13.760441,addition,0.0203138,Q4 2020,FINANCE,13F,03/31/2022,52.9127,
Pnc financial services group  inc. (the) (provident national trust co.),PNC,"",86915.0,16031000.0,0.0646,0.0885,208,10959.0,14.42809,addition,0.0210152,Q4 2020,FINANCE,13F,03/31/2022,172.1715,
Marketaxess holdings inc,MKTX,"",46664.0,15875000.0,0.064,0.0184,209,38978.0,507.129846,addition,0.1245994,Q4 2020,FINANCE,13F,03/31/2022,370.0701,
Universal health services class b,UHS,"",108829.0,15775000.0,0.0636,0.0632,210,24996.0,29.816421,addition,0.1621228,Q3 2019,HEALTH CARE,13F,03/31/2022,135.5444,
Kla corp,KLAC,"",42779.0,15660000.0,0.0631,,211,42779.0,,new,0.0286655,Q1 2022,INFORMATION TECHNOLOGY,13F,03/31/2022,366.06,
Truist financial corp,TFC,"",274765.0,15579000.0,0.0628,0.0811,212,36607.0,15.370888,addition,0.0206371,Q4 2020,FINANCE,13F,03/31/2022,54.9578,
Zai lab ltd,ZLAB,"",353968.0,15568000.0,0.0628,0.0717,213,157824.0,80.463333,addition,0.3615285,Q2 2020,HEALTH CARE,13F,03/31/2022,70.0961,
Paychex inc.,PAYX,"",114056.0,15565000.0,0.0627,0.0331,214,72314.0,173.240381,addition,0.0315929,Q3 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,135.4599,
Omnicell inc,OMCL,"",119975.0,15536000.0,0.0626,0.0948,215,29591.0,32.739202,addition,0.2714477,Q1 2021,HEALTH CARE,13F,03/31/2022,149.0471,
Humana  inc.,HUM,"",35311.0,15366000.0,0.0619,0.0728,216,8324.0,30.844481,addition,0.0279153,Q3 2021,HEALTH CARE,13F,03/31/2022,448.2313,
Travelers companies  inc. (the) (st. paul fire and marine insurance),TRV,"",83294.0,15220000.0,0.0614,0.0209,217,60349.0,263.015908,addition,0.0347115,Q4 2021,FINANCE,13F,03/31/2022,175.4851,
Texas roadhouse inc  class a,TXRH,"",181094.0,15163000.0,0.0611,0.0721,218,42242.0,30.42232,addition,0.2656586,Q3 2020,CONSUMER DISCRETIONARY,13F,03/31/2022,82.9863,
Tencent music entertainment group,TME,"",3110046.0,15146000.0,0.0611,0.0796,219,1111838.0,55.641755,addition,0.3713454,Q2 2019,INFORMATION TECHNOLOGY,13F,03/31/2022,8.3395,
Electronic arts  inc.,EA,"",119061.0,15062000.0,0.0607,,220,119061.0,,new,0.0425832,Q1 2022,INFORMATION TECHNOLOGY,13F,03/31/2022,126.51,
Digital realty trust  inc.,DLR,"",104802.0,14861000.0,0.0599,0.027,221,78496.0,298.395803,addition,0.0368150,Q4 2021,REAL ESTATE,13F,03/31/2022,150.6028,
Sherwin-williams co.,SHW,"",58810.0,14680000.0,0.0592,0.2193,222,-48314.0,-45.101004,reduction,0.0226078,Q4 2019,MATERIALS,13F,03/31/2022,148.91,
Cummins inc,CMI,"",71069.0,14577000.0,0.0588,,223,71069.0,,new,0.0503686,Q1 2022,INDUSTRIALS,13F,03/31/2022,205.11,
Avalonbay communities  inc.,AVB,"",58428.0,14512000.0,0.0585,0.0468,224,26587.0,83.499262,addition,0.0417885,Q2 2021,REAL ESTATE,13F,03/31/2022,236.4735,
Sempra energy  inc.,SRE,"",86098.0,14475000.0,0.0584,0.0117,225,70879.0,465.727052,addition,0.0273932,Q2 2021,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,161.7671,
American water works co inc,AWK,"",86839.0,14374000.0,0.0579,0.0569,226,35032.0,67.620206,addition,0.0477785,Q2 2021,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,164.0982,
Chegg inc,CHGG,"",391529.0,14205000.0,0.0573,0.0559,227,78127.0,24.928686,addition,0.3109970,Q3 2020,CONSUMER DISCRETIONARY,13F,03/31/2022,68.7625,
American electric power company inc,AEP,"",142208.0,14188000.0,0.0572,0.0132,228,116623.0,455.825679,addition,0.0276915,Q4 2021,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,97.8269,
Marathon petroleum corp,MPC,"",165212.0,14126000.0,0.0569,,229,165212.0,,new,0.0305385,Q1 2022,ENERGY,13F,03/31/2022,85.5,
V.f. corp. (vanity fair mills inc.),VFC,"",248410.0,14125000.0,0.0569,0.1664,230,-142513.0,-36.455517,reduction,0.0639441,Q2 2018,CONSUMER DISCRETIONARY,13F,03/31/2022,76.53,
Northrop grumman corp.,NOC,"",31326.0,14010000.0,0.0565,0.0352,231,15699.0,100.460741,addition,0.0201525,Q3 2021,INDUSTRIALS,13F,03/31/2022,416.0568,
Cloudflare inc,NET,"",115842.0,13866000.0,0.0559,,232,115842.0,,new,0.0411855,Q1 2022,INFORMATION TECHNOLOGY,13F,03/31/2022,119.7,
Zscaler inc,ZS,"",56865.0,13720000.0,0.0553,,233,56865.0,,new,0.0400845,Q1 2022,INFORMATION TECHNOLOGY,13F,03/31/2022,241.28,
Paccar inc.,PCAR,"",155008.0,13652000.0,0.055,,234,155008.0,,new,0.0445831,Q1 2022,INDUSTRIALS,13F,03/31/2022,88.07,
Allstate corp (the),ALL,"",97167.0,13459000.0,0.0543,0.0183,235,70456.0,263.77148,addition,0.0353356,Q4 2021,FINANCE,13F,03/31/2022,132.7756,
Davita inc.,DVA,"",118577.0,13412000.0,0.0541,0.0556,236,34532.0,41.087513,addition,0.1253457,Q2 2021,HEALTH CARE,13F,03/31/2022,116.3137,
Willis towers watson public limited co,WTW,"",56675.0,13388000.0,0.054,0.0305,237,34586.0,156.575671,addition,0.0508350,Q4 2020,FINANCE,13F,03/31/2022,229.97,
Paypal holdings inc,PYPL,"",114312.0,13220000.0,0.0533,,238,114312.0,,new,0.0098712,Q4 2020,COMMUNICATIONS,13F,03/31/2022,115.65,
Ball corp.,BALL,"",146726.0,13205000.0,0.0532,,239,146726.0,,new,0.0458821,Q1 2022,MATERIALS,13F,03/31/2022,90.0,
Cboe global markets inc,CBOE,"",115242.0,13186000.0,0.0532,,240,115242.0,,new,0.1085258,Q1 2022,FINANCE,13F,03/31/2022,114.42,
Amgen  inc.,AMGN,"",54388.0,13152000.0,0.053,0.0338,241,28510.0,110.170801,addition,0.0101812,Q4 2020,HEALTH CARE,13F,03/31/2022,239.1365,
Republic services inc.,RSG,"",99101.0,13131000.0,0.0529,0.0239,242,69668.0,236.700302,addition,0.0313719,Q3 2021,INDUSTRIALS,13F,03/31/2022,134.2167,
Nutrien ltd,NTR,"",125016.0,12933000.0,0.0521,0.03,243,56385.0,82.156751,addition,0.0227315,Q3 2021,MATERIALS,13F,03/31/2022,87.3066,
Mastercard inc,MA,"",36168.0,12926000.0,0.0521,,244,36168.0,,new,0.0037483,Q4 2020,FINANCE,13F,03/31/2022,357.38,
Ansys  inc.,ANSS,"",40616.0,12902000.0,0.052,,245,40616.0,,new,0.0466904,Q1 2022,INFORMATION TECHNOLOGY,13F,03/31/2022,317.65,
Zebra technologies corp,ZBRA,"",30943.0,12801000.0,0.0516,,246,30943.0,,new,0.0589235,Q1 2022,INFORMATION TECHNOLOGY,13F,03/31/2022,413.7,
Microchip technology inc,MCHP,"",170056.0,12778000.0,0.0515,,247,170056.0,,new,0.0306683,Q1 2022,INFORMATION TECHNOLOGY,13F,03/31/2022,75.14,
Walgreens boots alliance inc.,WBA,"",285186.0,12768000.0,0.0515,0.0151,248,235351.0,472.26046,addition,0.0329978,Q1 2017,CONSUMER STAPLES,13F,03/31/2022,44.0134,
Helen of troy ltd.,HELE,"",65094.0,12748000.0,0.0514,0.0711,249,15062.0,30.104733,addition,0.2715818,Q3 2020,CONSUMER STAPLES,13F,03/31/2022,212.2499,
Interactive brokers group inc,IBKR,"",192548.0,12691000.0,0.0512,,250,192548.0,,new,0.1959530,Q1 2022,FINANCE,13F,03/31/2022,65.91,
Exelon corp,EXC,"",262758.0,12515000.0,0.0504,0.0138,251,205203.1,356.534544,addition,0.0268083,Q4 2021,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,44.7803,
Hunt (j.b.) transport services  inc.,JBHT,"",62161.0,12481000.0,0.0503,0.1212,252,-39827.0,-39.050673,reduction,0.0593233,Q1 2019,TRANSPORTS,13F,03/31/2022,166.59,
Abbvie inc,ABBV,"",75516.0,12242000.0,0.0493,0.0329,253,33661.0,80.422889,addition,0.0042734,Q4 2020,HEALTH CARE,13F,03/31/2022,133.8985,
Welltower inc.,WELL,"",127045.0,12214000.0,0.0492,0.0176,254,91693.0,259.371464,addition,0.0279855,Q2 2021,REAL ESTATE,13F,03/31/2022,92.812,
International flavors and fragrances  inc.,IFF,"",92445.0,12141000.0,0.0489,0.1227,255,-47669.0,-34.021582,reduction,0.0362760,Q4 2019,MATERIALS,13F,03/31/2022,144.7,
Broadcom ltd. (avago technologies),AVGO,"",19229.0,12108000.0,0.0488,0.006,256,17690.0,1149.447693,addition,0.0047618,Q4 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,632.5397,
Tjx companies inc.,TJX,"",198952.0,12053000.0,0.0486,0.0512,257,82961.0,71.523653,addition,0.0169807,Q3 2021,CONSUMER DISCRETIONARY,13F,03/31/2022,67.7452,
Chemed corporation,CHE,"",23727.0,12019000.0,0.0484,0.0549,258,5886.0,32.991424,addition,0.1585191,Q3 2020,HEALTH CARE,13F,03/31/2022,495.0681,
Netapp inc.,NTAP,"",144774.0,12016000.0,0.0484,,259,144774.0,,new,0.0654522,Q3 2018,INFORMATION TECHNOLOGY,13F,03/31/2022,83.0,
Tradeweb markets inc,TW,"",136132.0,11962000.0,0.0482,,260,136132.0,,new,0.1265570,Q3 2021,FINANCE,13F,03/31/2022,87.87,
Stanley black & decker inc.,SWK,"",85522.0,11955000.0,0.0482,,261,85522.0,,new,0.0566504,Q1 2022,CONSUMER DISCRETIONARY,13F,03/31/2022,139.79,
Emerson electric co.,EMR,"",121867.0,11949000.0,0.0482,,262,121867.0,,new,0.0205163,Q1 2022,INDUSTRIALS,13F,03/31/2022,98.05,
Doximity inc,DOCS,"",229155.0,11937000.0,0.0481,0.0283,263,131912.0,135.651924,addition,0.2074427,Q4 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,,
Crown castle international corp,CCI,"",64659.0,11936000.0,0.0481,0.0556,264,18801.0,40.998299,addition,0.0149317,Q4 2021,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,201.7208,
Mettler-toledo international  inc.,MTD,"",8684.0,11925000.0,0.0481,,265,8684.0,,new,0.0381956,Q1 2022,INFORMATION TECHNOLOGY,13F,03/31/2022,1373.19,
Albemarle corp.,ALB,"",53569.0,11847000.0,0.0478,0.1517,266,-58047.0,-52.005985,reduction,0.0457414,Q4 2019,MATERIALS,13F,03/31/2022,173.22,
Penumbra inc,PEN,"",53185.0,11814000.0,0.0476,0.0646,267,14524.0,37.567575,addition,0.1411580,Q3 2020,HEALTH CARE,13F,03/31/2022,225.6337,
Union pacific corp.,UNP,"",43107.0,11777000.0,0.0475,0.0564,268,4575.0,11.873248,addition,0.0068639,Q3 2019,TRANSPORTS,13F,03/31/2022,224.3511,
Parker-hannifin corp.,PH,"",41135.0,11672000.0,0.0471,,269,41135.0,,new,0.0320436,Q1 2022,INDUSTRIALS,13F,03/31/2022,283.76,
American homes 4 rent,AMH,"",290927.0,11646000.0,0.0469,,270,290927.0,,new,0.0836820,Q1 2022,REAL ESTATE,13F,03/31/2022,40.03,
Daqo new energy corp adr,DQ,"",281734.0,11641000.0,0.0469,0.0423,271,101381.0,56.212539,addition,0.3781313,Q1 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,51.4088,
United airlines holdings inc,UAL,"",249509.0,11567000.0,0.0466,,272,249509.0,,new,0.0763658,Q1 2022,TRANSPORTS,13F,03/31/2022,46.36,
Autodesk  inc.,ADSK,"",53927.0,11559000.0,0.0466,,273,53927.0,,new,0.0248200,Q1 2022,INFORMATION TECHNOLOGY,13F,03/31/2022,214.35,
Hewlett packard enterprise co,HPE,"",687620.0,11490000.0,0.0463,,274,687620.0,,new,0.0529211,Q1 2022,INFORMATION TECHNOLOGY,13F,03/31/2022,16.71,
Omnicom group inc.,OMC,"",135069.0,11465000.0,0.0462,0.0168,275,95565.0,241.912211,addition,0.0656527,Q1 2021,COMMUNICATIONS,13F,03/31/2022,81.3937,
Envista holdings corp,NVST,"",233517.0,11375000.0,0.0459,0.0465,276,56055.0,31.587044,addition,0.1435989,Q2 2021,HEALTH CARE,13F,03/31/2022,44.7658,
Barrick gold corp,GOLD,"",460175.0,11296000.0,0.0455,0.0201,277,278552.0,153.368241,addition,0.0259129,Q4 2020,MATERIALS,13F,03/31/2022,23.1644,
Novocure ltd,NVCR,"",136280.0,11291000.0,0.0455,0.0434,278,36879.0,37.101236,addition,0.1303041,Q2 2021,HEALTH CARE,13F,03/31/2022,180.6682,
Flowers foods,FLO,"",436878.0,11232000.0,0.0453,0.0587,279,69179.0,18.81403,addition,0.2060333,Q1 2020,CONSUMER STAPLES,13F,03/31/2022,24.0519,
Masimo corp,MASI,"",77097.0,11221000.0,0.0452,0.0967,280,20261.0,35.648181,addition,0.1389026,Q3 2020,HEALTH CARE,13F,03/31/2022,220.4618,
Genuine parts co.,GPC,"",88250.0,11121000.0,0.0448,0.1115,281,-48582.0,-35.504853,reduction,0.0623256,Q2 2019,INDUSTRIALS,13F,03/31/2022,117.72,
Xcel energy inc. (northern states power co. (mn)),XEL,"",153988.0,11113000.0,0.0448,0.0126,282,121864.0,379.354999,addition,0.0282727,Q4 2021,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,71.2375,
Fidelity national information services inc,FIS,"",110035.0,11050000.0,0.0445,0.043,283,42311.0,62.475636,addition,0.0180995,Q3 2021,FINANCE,13F,03/31/2022,106.5071,
Realty income corp.,O,"",158204.0,10964000.0,0.0442,0.0121,284,129025.0,442.184448,addition,0.0262973,Q4 2021,REAL ESTATE,13F,03/31/2022,69.7224,
Nvr inc,NVR,"",2446.0,10927000.0,0.044,0.1212,285,-1081.0,-30.649277,reduction,0.0743541,Q1 2018,CONSUMER DISCRETIONARY,13F,03/31/2022,4701.65,
Freshpet inc,FRPT,"",106289.0,10910000.0,0.044,0.0465,286,22290.0,26.53603,addition,0.2443979,Q3 2020,CONSUMER DISCRETIONARY,13F,03/31/2022,135.437,
Rockwell automation  inc.,ROK,"",38365.0,10743000.0,0.0433,,287,38365.0,,new,0.0329989,Q1 2022,INDUSTRIALS,13F,03/31/2022,280.03,
Tandem diabetes care inc,TNDM,"",92250.0,10728000.0,0.0432,0.0611,288,22390.0,32.049814,addition,0.1442246,Q2 2021,HEALTH CARE,13F,03/31/2022,109.0427,
Grand canyon education inc,LOPE,"",107828.0,10471000.0,0.0422,0.046,289,15413.0,16.678028,addition,0.3336329,Q3 2020,CONSUMER DISCRETIONARY,13F,03/31/2022,91.0763,
Weyerhaeuser corp.,WY,"",275299.0,10434000.0,0.0421,0.0186,290,197750.0,255.000064,addition,0.0369778,Q4 2019,MATERIALS,13F,03/31/2022,35.4718,
Encompass health corp,EHC,"",146519.0,10419000.0,0.042,0.0407,291,39129.0,36.436353,addition,0.1468087,Q1 2021,HEALTH CARE,13F,03/31/2022,74.7014,
Trimble navigation ltd.,TRMB,"",143439.0,10348000.0,0.0417,,292,143439.0,,new,0.0573429,Q1 2022,INFORMATION TECHNOLOGY,13F,03/31/2022,72.14,
Danaher corp.,DHR,"",35270.0,10346000.0,0.0417,0.0286,293,20320.0,135.919732,addition,0.0048509,Q3 2020,HEALTH CARE,13F,03/31/2022,272.0897,
Metlife inc.,MET,"",146037.0,10263000.0,0.0414,,294,146037.0,,new,0.0179582,Q2 2021,FINANCE,13F,03/31/2022,70.28,
Owens corning inc,OC,"",111750.0,10225000.0,0.0412,0.071,295,-23186.0,-17.182961,reduction,0.1151134,Q1 2018,INDUSTRIALS,13F,03/31/2022,90.73,
Consolidated edison co. of new york inc. (consolidated gas co. of new york),ED,"",107307.0,10160000.0,0.041,0.0248,296,57336.0,114.738548,addition,0.0302875,Q2 2021,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,89.0778,
Ubiquiti inc,UI,"",34771.0,10124000.0,0.0408,,297,34771.0,,new,0.0575504,Q1 2022,INFORMATION TECHNOLOGY,13F,03/31/2022,291.16,
Sanderson farms  inc.,SAFM,"",53921.0,10110000.0,0.0408,0.0428,298,15435.0,40.105493,addition,0.2415795,Q2 2021,CONSUMER STAPLES,13F,03/31/2022,187.9111,
Shockwave medical inc,SWAV,"",48371.0,10030000.0,0.0404,0.0377,299,12024.0,33.081135,addition,0.1351450,Q2 2021,HEALTH CARE,13F,03/31/2022,193.1131,
General motors co,GM,"",229138.0,10022000.0,0.0404,0.0683,300,28772.0,14.359722,addition,0.0157133,Q2 2019,CONSUMER DISCRETIONARY,13F,03/31/2022,54.6879,
Pool corp,POOL,"",23547.0,9957000.0,0.0401,0.1276,301,-15246.0,-39.300905,reduction,0.0587593,Q4 2019,CONSUMER DISCRETIONARY,13F,03/31/2022,396.43,
Sprouts farmers market inc,SFM,"",311067.0,9948000.0,0.0401,0.0412,302,72223.0,30.238566,addition,0.2837612,Q2 2021,CONSUMER DISCRETIONARY,13F,03/31/2022,26.9661,
