Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Equinix inc,EQIX,"",110509.0,81956000.0,0.1496,0.169,147,-4035.0,-3.522664,reduction,0.1214200,Q3 2014,INFORMATION TECHNOLOGY,13F,03/31/2022,436.26,
Pioneer natural resources co.,PXD,"",327147.0,81797000.0,0.1493,0.1053,148,-4829.0,-1.454623,reduction,0.1352076,Q3 2014,ENERGY,13F,03/31/2022,161.73,
Newmont mining corp. (holding co.),NEM,"",1026729.0,81574000.0,0.1489,0.1275,149,-152008.0,-12.895837,reduction,0.1293678,Q2 2016,MATERIALS,13F,03/31/2022,41.07,
Humana  inc.,HUM,"",187264.0,81492000.0,0.1488,0.1493,150,2711.0,1.468955,addition,0.1480425,Q3 2014,HEALTH CARE,13F,03/31/2022,226.6629,
Sherwin-williams co.,SHW,"",325754.0,81315000.0,0.1484,0.2096,151,-15472.0,-4.534238,reduction,0.1252268,Q3 2014,MATERIALS,13F,03/31/2022,219.22,
Cadence design systems  inc.,CDNS,"",493831.0,81215000.0,0.1483,0.147,152,41706.0,9.22444,addition,0.1790806,Q3 2016,INFORMATION TECHNOLOGY,13F,03/31/2022,64.4366,
Moodys corp,MCO,"",237793.0,80234000.0,0.1465,0.156,153,8858.0,3.869221,addition,0.1288851,Q3 2014,FINANCE,13F,03/31/2022,149.4621,
Archer-daniels-midland co.,ADM,"",885988.0,79969000.0,0.146,0.1134,154,-76119.0,-7.911698,reduction,0.1574508,Q3 2014,CONSUMER STAPLES,13F,03/31/2022,48.08,
Oreilly automotive inc.,ORLY,"",116717.0,79946000.0,0.1459,0.1336,155,8308.0,7.66357,addition,0.1775827,Q3 2014,CONSUMER DISCRETIONARY,13F,03/31/2022,292.7289,
Hp inc,HPQ,"",2197350.0,79764000.0,0.1456,0.172,156,-419331.0,-16.025301,reduction,0.2124813,Q3 2014,INFORMATION TECHNOLOGY,13F,03/31/2022,18.53,
Roper technologies inc,ROP,"",167680.0,79184000.0,0.1446,0.1236,157,23696.0,16.457384,addition,0.1583191,Q3 2014,INDUSTRIALS,13F,03/31/2022,274.3808,
Dollar general corp.,DG,"",355602.0,79168000.0,0.1445,0.1498,158,-8528.0,-2.342021,reduction,0.1566549,Q3 2014,CONSUMER DISCRETIONARY,13F,03/31/2022,96.19,
Mercadolibre inc,MELI,"",66251.0,78804000.0,0.1439,0.1427,159,5586.0,9.207945,addition,0.1315079,Q1 2018,COMMUNICATIONS,13F,03/31/2022,481.9033,
Schlumberger ltd.,SLB,"",1897232.0,78375000.0,0.1431,0.0958,160,63911.0,3.486078,addition,0.1342260,Q3 2014,ENERGY,13F,03/31/2022,65.4485,
Sempra energy  inc.,SRE,"",465985.0,78341000.0,0.143,0.1119,161,-18788.0,-3.875628,reduction,0.1482590,Q3 2014,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,117.77,
American international group  inc.,AIG,"",1231427.0,77297000.0,0.1411,0.1266,162,-44666.0,-3.500215,reduction,0.1554455,Q3 2014,FINANCE,13F,03/31/2022,51.89,
Metlife inc.,MET,"",1098673.0,77215000.0,0.141,0.1294,163,-88487.0,-7.453671,reduction,0.1351039,Q3 2014,FINANCE,13F,03/31/2022,41.78,
Marriott international inc/md,MAR,"",439059.0,77165000.0,0.1409,0.1246,164,6678.0,1.544471,addition,0.1341464,Q3 2014,CONSUMER DISCRETIONARY,13F,03/31/2022,91.4815,
Dow inc,DOW,"",1206157.0,76856000.0,0.1403,0.1325,165,-132751.0,-9.914871,reduction,0.1656577,Q2 2019,MATERIALS,13F,03/31/2022,51.43,
Nucor corp. (nuclear corp. of america),NUE,"",508276.0,75555000.0,0.1379,0.0916,166,48428.0,10.531306,addition,0.1910367,Q3 2014,MATERIALS,13F,03/31/2022,64.8276,
Travelers companies  inc. (the) (st. paul fire and marine insurance),TRV,"",409333.0,74797000.0,0.1365,0.1145,167,-10272.0,-2.448017,reduction,0.1705831,Q3 2014,FINANCE,13F,03/31/2022,119.17,
Centene corp,CNC,"",888104.0,74769000.0,0.1365,0.1297,168,-14009.0,-1.55291,reduction,0.1518420,Q1 2016,HEALTH CARE,13F,03/31/2022,48.36,
Illumina inc,ILMN,"",210412.0,73518000.0,0.1342,0.1328,169,10397.0,5.19811,addition,0.1339351,Q3 2014,HEALTH CARE,13F,03/31/2022,234.7782,
American electric power company inc,AEP,"",735845.0,73415000.0,0.134,0.132,170,-114577.0,-13.472958,reduction,0.1432876,Q3 2015,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,71.23,
Idexx laboratories inc.,IDXX,"",133730.0,73158000.0,0.1336,0.1445,171,7953.0,6.323096,addition,0.1591887,Q3 2016,HEALTH CARE,13F,03/31/2022,237.4565,
Cognizant technology solutions corp,CTSH,"",812426.0,72850000.0,0.133,0.13,172,-27513.0,-3.275595,reduction,0.1558839,Q3 2014,INFORMATION TECHNOLOGY,13F,03/31/2022,59.08,
Microchip technology inc,MCHP,"",965371.0,72538000.0,0.1324,0.1459,173,4777.0,0.497296,addition,0.1740972,Q3 2015,INFORMATION TECHNOLOGY,13F,03/31/2022,65.6174,
Air products & chemicals inc,APD,"",289816.0,72428000.0,0.1322,0.1586,174,-8956.0,-2.997604,reduction,0.1306812,Q3 2014,MATERIALS,13F,03/31/2022,156.94,
Paychex inc.,PAYX,"",529567.0,72270000.0,0.1319,0.1259,175,1059.0,0.200375,addition,0.1466874,Q3 2014,INFORMATION TECHNOLOGY,13F,03/31/2022,63.5262,
Autodesk  inc.,ADSK,"",336975.0,72231000.0,0.1319,0.1454,176,40540.0,13.675848,addition,0.1550935,Q3 2014,INFORMATION TECHNOLOGY,13F,03/31/2022,114.3639,
Marathon petroleum corp,MPC,"",841809.0,71975000.0,0.1314,0.1054,177,-102494.0,-10.853931,reduction,0.1556039,Q3 2014,ENERGY,13F,03/31/2022,50.14,
Uber technologies inc,UBER,"",2017029.0,71968000.0,0.1314,0.1106,178,505387.0,33.432982,addition,0.1083896,Q2 2020,CONSUMER DISCRETIONARY,13F,03/31/2022,34.1287,
Exelon corp,EXC,"",1508490.0,71849000.0,0.1312,0.1486,179,-558834.71,-27.031782,reduction,0.1539060,Q3 2014,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,27.24,
Hilton worldwide holdings inc,HLT,"",469449.0,71234000.0,0.13,0.1193,180,31245.0,7.130241,addition,0.1686653,Q4 2014,CONSUMER DISCRETIONARY,13F,03/31/2022,100.1113,
Amphenol corp. (1987),APH,"",940670.0,70879000.0,0.1294,0.1404,181,20723.0,2.25263,addition,0.1575296,Q3 2014,INFORMATION TECHNOLOGY,13F,03/31/2022,51.2919,
Lululemon athletica inc.,LULU,"",193704.0,70747000.0,0.1291,0.1232,182,13374.0,7.416403,addition,0.1583449,Q2 2018,CONSUMER DISCRETIONARY,13F,03/31/2022,175.7431,
L3harris technologies inc,LHX,"",283788.0,70513000.0,0.1287,0.1093,183,-9904.0,-3.37224,reduction,0.1471360,Q3 2015,INFORMATION TECHNOLOGY,13F,03/31/2022,160.01,
Airbnb  inc.,ABNB,"",409276.0,70297000.0,0.1283,0.0529,184,227030.0,124.573379,addition,0.1069637,Q4 2021,CONSUMER DISCRETIONARY,13F,03/31/2022,169.4133,
Parker-hannifin corp.,PH,"",246397.0,69918000.0,0.1276,0.1161,185,37170.0,17.765394,addition,0.1919398,Q3 2014,INDUSTRIALS,13F,03/31/2022,168.5224,
Prudential financial inc.,PRU,"",590917.0,69829000.0,0.1275,0.1168,186,-27736.0,-4.483289,reduction,0.1575779,Q3 2014,FINANCE,13F,03/31/2022,85.96,
Dexcom inc,DXCM,"",544164.0,69599000.0,0.1271,0.1185,187,38024.0,7.512546,addition,0.1386392,Q2 2019,HEALTH CARE,13F,03/31/2022,255.295,
Dollar tree inc.,DLTR,"",431086.0,69038000.0,0.126,0.0842,188,87423.0,25.438584,addition,0.1919726,Q3 2014,CONSUMER DISCRETIONARY,13F,03/31/2022,97.5058,
Chipotle mexican grill  inc.,CMG,"",43226.0,68385000.0,0.1248,0.1178,189,4598.0,11.903283,addition,0.1545859,Q2 2018,CONSUMER DISCRETIONARY,13F,03/31/2022,683.8705,
Crowdstrike holdings inc,CRWD,"",301130.0,68381000.0,0.1248,0.0984,190,25594.0,9.288804,addition,0.1410982,Q4 2020,INFORMATION TECHNOLOGY,13F,03/31/2022,207.4989,
Simon property group  inc.,SPG,"",518989.0,68278000.0,0.1246,0.1453,191,-2186.0,-0.419437,reduction,0.1579209,Q3 2014,REAL ESTATE,13F,03/31/2022,143.76,
Allstate corp (the),ALL,"",492472.0,68212000.0,0.1245,0.1043,192,-15707.0,-3.09084,reduction,0.1790918,Q3 2014,FINANCE,13F,03/31/2022,78.99,
Snowflake  inc.,SNOW,"",296442.0,67924000.0,0.124,0.1305,193,75688.0,34.286128,addition,0.0931963,Q4 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,310.7617,
Aflac inc.,AFL,"",1054830.0,67921000.0,0.124,0.1063,194,11294.0,1.082282,addition,0.1637516,Q3 2014,FINANCE,13F,03/31/2022,35.4829,
Kroger co.,KR,"",1176285.0,67483000.0,0.1232,0.0881,195,60647.0,5.436082,addition,0.1643865,Q3 2014,CONSUMER STAPLES,13F,03/31/2022,30.3489,
Autozone inc.,AZO,"",32821.0,67105000.0,0.1225,0.1253,196,-1440.0,-4.20303,reduction,0.1684199,Q3 2014,CONSUMER DISCRETIONARY,13F,03/31/2022,826.75,
General mills co.,GIS,"",988973.0,66973000.0,0.1223,0.1122,197,34161.0,3.577772,addition,0.1656132,Q3 2014,CONSUMER STAPLES,13F,03/31/2022,55.0242,
Ebay inc.,EBAY,"",1161984.0,66535000.0,0.1215,0.143,198,-70999.0,-5.758311,reduction,0.2075557,Q3 2014,CONSUMER DISCRETIONARY,13F,03/31/2022,33.02,
Valero energy corp.,VLO,"",655108.0,66520000.0,0.1214,0.0767,199,69619.0,11.890744,addition,0.1605278,Q3 2014,ENERGY,13F,03/31/2022,69.9646,
Motorola solutions inc,MSI,"",273105.0,66146000.0,0.1208,0.1297,200,-509.0,-0.186028,reduction,0.1632456,Q3 2014,INFORMATION TECHNOLOGY,13F,03/31/2022,104.96,
Workday inc,WDAY,"",275624.0,66001000.0,0.1205,0.1251,201,13112.0,4.994819,addition,1.4506526,Q1 2017,COMMUNICATIONS,13F,03/31/2022,141.1028,
Bank of new york mellon corp,BK,"",1320288.0,65526000.0,0.1196,0.1269,202,68242.0,5.450439,addition,0.1634428,Q3 2014,FINANCE,13F,03/31/2022,43.2858,
Sysco corp.,SYY,"",788848.0,64409000.0,0.1176,0.1089,203,-5879.0,-0.739751,reduction,0.1548352,Q3 2014,CONSUMER STAPLES,13F,03/31/2022,53.95,
Iqvia holdings inc,IQV,"",277949.0,64265000.0,0.1173,0.15,204,-26781.0,-8.788436,reduction,0.1468462,Q1 2017,HEALTH CARE,13F,03/31/2022,123.87,
Agilent technologies inc,A,"",484561.0,64122000.0,0.1171,0.1361,205,-4024.0,-0.823603,reduction,0.1622189,Q3 2014,INFORMATION TECHNOLOGY,13F,03/31/2022,62.22,
Fastenal co.,FAST,"",1075179.0,63866000.0,0.1166,0.0841,206,322480.0,42.843155,addition,0.1867908,Q3 2014,INDUSTRIALS,13F,03/31/2022,37.0678,
Williams cos. (the),WMB,"",1911450.0,63862000.0,0.1166,0.0774,207,207180.0,12.156524,addition,0.1569320,Q3 2014,ENERGY,13F,03/31/2022,29.585,
Global payments inc.,GPN,"",465196.0,63657000.0,0.1162,0.11,208,-1134.0,-0.243175,reduction,0.1652329,Q1 2016,INFORMATION TECHNOLOGY,13F,03/31/2022,131.95,
Discover financial services,DFS,"",575617.0,63427000.0,0.1158,0.1053,209,53384.0,10.222257,addition,0.2048714,Q3 2014,FINANCE,13F,03/31/2022,74.6799,
Snap inc class a,SNAP,"",1757547.0,63254000.0,0.1155,0.1189,210,308011.0,21.248938,addition,0.1267557,Q2 2020,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,29.9693,
Msci inc,MSCI,"",123139.0,61924000.0,0.113,0.1264,211,4927.0,4.167936,addition,0.1515223,Q4 2017,FINANCE,13F,03/31/2022,168.4489,
Carrier global corp.,CARR,"",1339843.0,61459000.0,0.1122,0.1247,212,21796.0,1.653659,addition,0.1579553,Q2 2020,INDUSTRIALS,13F,03/31/2022,26.6577,
Cintas corporation,CTAS,"",144367.0,61412000.0,0.1121,0.1058,213,7525.0,5.499043,addition,0.1410869,Q1 2017,INDUSTRIALS,13F,03/31/2022,186.857,
Welltower inc.,WELL,"",636647.0,61207000.0,0.1117,0.1009,214,-37437.0,-5.553759,reduction,0.1402406,Q3 2014,REAL ESTATE,13F,03/31/2022,69.48,
Kimberly-clark corp.,KMB,"",491980.0,60592000.0,0.1106,0.1215,215,4799.0,0.985055,addition,0.1460204,Q3 2014,CONSUMER STAPLES,13F,03/31/2022,119.3674,
Walgreens boots alliance inc.,WBA,"",1350985.0,60484000.0,0.1104,0.1171,216,64660.0,5.026723,addition,0.1563176,Q1 2015,CONSUMER STAPLES,13F,03/31/2022,68.5354,
T. rowe price group,TROW,"",394031.0,59574000.0,0.1088,0.1162,217,55187.0,16.286846,addition,0.1733554,Q3 2014,FINANCE,13F,03/31/2022,99.989,
Corteva inc,CTVA,"",1021853.0,58736000.0,0.1072,0.0966,218,-149669.0,-12.775603,reduction,0.1411984,Q2 2019,MATERIALS,13F,03/31/2022,32.47,
Public service enterprise group inc,PEG,"",829491.0,58064000.0,0.106,0.1,219,-29600.0,-3.445502,reduction,0.1661445,Q3 2014,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,47.32,
Constellation brands  inc.,STZ,"",249741.0,57520000.0,0.105,0.1156,220,-14205.0,-5.381783,reduction,0.1567399,Q3 2014,CONSUMER STAPLES,13F,03/31/2022,157.93,
Phillips 66,PSX,"",665786.0,57517000.0,0.105,0.077,221,56967.0,9.356968,addition,0.1383883,Q3 2014,ENERGY,13F,03/31/2022,87.5513,
Digital realty trust  inc.,DLR,"",405484.0,57498000.0,0.105,0.1284,222,-10519.0,-2.528588,reduction,0.1424388,Q2 2016,REAL ESTATE,13F,03/31/2022,122.26,
Yum! brands  inc. (tricon global restaurants),YUM,"",484960.0,57482000.0,0.1049,0.117,223,1911.0,0.395612,addition,0.1700637,Q3 2014,CONSUMER DISCRETIONARY,13F,03/31/2022,72.2332,
Ecolab inc.,ECL,"",324463.0,57287000.0,0.1046,0.1473,224,-35518.0,-9.866632,reduction,0.1135856,Q3 2014,MATERIALS,13F,03/31/2022,138.28,
Electronic arts  inc.,EA,"",448355.0,56721000.0,0.1035,0.1204,225,-74692.0,-14.28017,reduction,0.1603582,Q4 2014,INFORMATION TECHNOLOGY,13F,03/31/2022,87.96,
Sba communications corp.,SBAC,"",164701.0,56674000.0,0.1035,0.1198,226,-11799.0,-6.684986,reduction,0.1527427,Q3 2014,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,172.63,
Avalonbay communities  inc.,AVB,"",227267.0,56446000.0,0.103,0.0838,227,37202.0,19.573304,addition,0.1625446,Q3 2014,REAL ESTATE,13F,03/31/2022,188.4653,
Realty income corp.,O,"",812194.0,56285000.0,0.1027,0.0797,228,173912.0,27.246891,addition,0.1350060,Q4 2014,REAL ESTATE,13F,03/31/2022,62.3765,
Baxter international inc.,BAX,"",725434.0,56250000.0,0.1027,0.1139,229,-35275.0,-4.637121,reduction,0.1440700,Q3 2014,HEALTH CARE,13F,03/31/2022,58.66,
Xcel energy inc. (northern states power co. (mn)),XEL,"",776335.0,56028000.0,0.1023,0.0882,230,29208.0,3.909376,addition,0.1425375,Q3 2014,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,45.9356,
Kinder morgan inc. (de),KMI,"",2962380.0,56019000.0,0.1023,0.0857,231,-135723.0,-4.380842,reduction,0.1306468,Q3 2014,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,23.29,
Dowdupont inc. (dow chemical),DD,"",748282.0,55059000.0,0.1005,0.1159,232,-74002.0,-8.999567,reduction,0.1471471,Q3 2017,MATERIALS,13F,03/31/2022,152.43,
Arthur j. gallagher & co inc,AJG,"",309351.0,54013000.0,0.0986,0.08,233,39022.0,14.435003,addition,0.1472623,Q4 2016,FINANCE,13F,03/31/2022,79.0698,
Consolidated edison co. of new york inc. (consolidated gas co. of new york),ED,"",561600.0,53172000.0,0.0971,0.0715,234,81198.0,16.902094,addition,0.1585120,Q3 2014,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,75.2278,
Resmed inc.,RMD,"",218740.0,53047000.0,0.0968,0.0886,235,23712.0,12.158254,addition,0.1495304,Q4 2016,HEALTH CARE,13F,03/31/2022,118.8276,
On semiconductor corp,ON,"",847132.0,53039000.0,0.0968,0.1023,236,-15791.0,-1.829943,reduction,0.1949645,Q1 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,42.55,
Transdigm group inc,TDG,"",78561.0,51186000.0,0.0934,0.0843,237,2645.0,3.484114,addition,0.1438699,Q3 2014,INDUSTRIALS,13F,03/31/2022,330.5535,
Waste connections inc,WCN,"",359199.0,50180000.0,0.0916,0.0774,238,33514.0,10.290311,addition,0.1396759,Q1 2017,INDUSTRIALS,13F,03/31/2022,94.3107,
Datadog inc,DDOG,"",321812.0,48745000.0,0.089,0.0833,239,53851.0,20.096581,addition,0.1136715,Q4 2020,INFORMATION TECHNOLOGY,13F,03/31/2022,105.4987,
Sea ltd adr,SE,"",396200.0,47461000.0,0.0866,0.0344,240,308000.0,349.206349,addition,0.0770502,Q4 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,142.9241,
Arista networks inc,ANET,"",336860.0,46817000.0,0.0855,0.0848,241,-1400.0,-0.413883,reduction,0.1092766,Q4 2017,INFORMATION TECHNOLOGY,13F,03/31/2022,61.79,
Cloudflare inc,NET,"",387777.0,46417000.0,0.0847,0.0683,242,90123.0,30.277772,addition,0.1378670,Q1 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,81.9115,
Align technology inc,ALGN,"",105847.0,46149000.0,0.0842,0.1419,243,-17905.0,-14.468453,reduction,0.1343141,Q2 2017,HEALTH CARE,13F,03/31/2022,342.39,
Oneok inc. (oklahoma natural gas),OKE,"",652121.0,46059000.0,0.0841,0.0666,244,2288.0,0.35209,addition,0.1460138,Q3 2016,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,57.7254,
Twitter inc,TWTR,"",1184083.0,45812000.0,0.0836,0.0918,245,-33116.0,-2.720673,reduction,0.1550704,Q4 2017,COMMUNICATIONS,13F,03/31/2022,29.03,
Ameriprise financial  inc.,AMP,"",152418.0,45780000.0,0.0836,0.0839,246,-7030.0,-4.408961,reduction,0.1386822,Q3 2014,FINANCE,13F,03/31/2022,124.96,
The trade desk inc class a,TTD,"",657768.0,45550000.0,0.0832,0.0946,247,66179.0,11.186652,addition,0.1487857,Q2 2020,COMMUNICATIONS,13F,03/31/2022,73.0994,
Cbre group inc common stock class a,CBRE,"",494886.0,45292000.0,0.0827,0.0958,248,-11389.0,-2.249568,reduction,0.1514058,Q4 2014,REAL ESTATE,13F,03/31/2022,42.87,
Tyson foods  inc.,TSN,"",504343.0,45204000.0,0.0825,0.0819,249,-34277.0,-6.363856,reduction,0.1729933,Q3 2014,CONSUMER STAPLES,13F,03/31/2022,64.54,
Ross stores inc. (de),ROST,"",498695.0,45112000.0,0.0824,0.11,250,-53040.0,-9.613311,reduction,0.1425143,Q3 2014,CONSUMER DISCRETIONARY,13F,03/31/2022,64.74,
Cerner corp.,CERN,"",480176.0,44925000.0,0.082,0.0783,251,-2987.0,-0.618218,reduction,0.1636926,Q3 2014,HEALTH CARE,13F,03/31/2022,64.64,
Corning inc.,GLW,"",1213292.0,44783000.0,0.0818,0.0927,252,-214256.0,-15.008672,reduction,0.1436507,Q3 2014,MATERIALS,13F,03/31/2022,28.15,
Biogen inc,BIIB,"",211211.0,44481000.0,0.0812,0.1032,253,-35230.0,-14.295511,reduction,0.1442186,Q3 2014,HEALTH CARE,13F,03/31/2022,288.51,
Equity residential,EQR,"",493117.0,44341000.0,0.0809,0.083,254,-32718.0,-6.222104,reduction,0.1311572,Q3 2014,REAL ESTATE,13F,03/31/2022,68.2,
Hewlett packard enterprise co,HPE,"",2642838.0,44162000.0,0.0806,0.0761,255,-122074.0,-4.415113,reduction,0.2034000,Q4 2015,INFORMATION TECHNOLOGY,13F,03/31/2022,10.25,
Svb financial group,SIVB,"",78901.0,44141000.0,0.0806,0.0865,256,5770.0,7.889951,addition,0.1340687,Q1 2018,FINANCE,13F,03/31/2022,263.7042,
Kkr & co. inc,KKR,"",751166.0,43921000.0,0.0802,0.0925,257,39813.0,5.596799,addition,No Data,Q2 2019,FINANCE,13F,03/31/2022,30.9502,
Match group inc.,MTCH,"",401427.0,43651000.0,0.0797,0.098,258,-23265.0,-5.478088,reduction,0.1405592,Q1 2018,CONSUMER DISCRETIONARY,13F,03/31/2022,124.15,
State street corp. (state street bank & trust co.  boston  ma),STT,"",500659.0,43617000.0,0.0796,0.1086,259,-168704.0,-25.203664,reduction,0.1363765,Q3 2014,FINANCE,13F,03/31/2022,75.79,
Mettler-toledo international  inc.,MTD,"",31728.0,43569000.0,0.0795,0.0927,260,405.0,1.29298,addition,0.1395521,Q2 2016,INFORMATION TECHNOLOGY,13F,03/31/2022,544.2382,
Keysight technologies inc,KEYS,"",274276.0,43327000.0,0.0791,0.0967,261,5882.0,2.191554,addition,0.1524214,Q4 2019,HEALTH CARE,13F,03/31/2022,104.9128,
Rockwell automation  inc.,ROK,"",154073.0,43145000.0,0.0788,0.119,262,-41530.0,-21.231781,reduction,0.1325227,Q3 2014,INDUSTRIALS,13F,03/31/2022,168.74,
Otis worldwide corp,OTIS,"",552906.0,42546000.0,0.0777,0.0837,263,2107.0,0.382535,addition,0.1307742,Q2 2020,INDUSTRIALS,13F,03/31/2022,57.7833,
Paccar inc.,PCAR,"",481304.0,42388000.0,0.0774,0.0969,264,-148064.0,-23.525823,reduction,0.1384318,Q3 2014,INDUSTRIALS,13F,03/31/2022,67.37,
West pharmaceutical services inc,WST,"",103190.0,42381000.0,0.0774,0.0841,265,394.0,0.383283,addition,0.1393036,Q2 2020,HEALTH CARE,13F,03/31/2022,228.7674,
United rentals  inc.,URI,"",119044.0,42286000.0,0.0772,0.0679,266,1994.0,1.703545,addition,0.1662358,Q4 2016,INDUSTRIALS,13F,03/31/2022,156.0921,
Enphase energy inc,ENPH,"",209128.0,42198000.0,0.077,0.0626,267,13102.0,6.683807,addition,0.1548772,Q4 2020,INFORMATION TECHNOLOGY,13F,03/31/2022,177.0808,
Cheniere energy inc,LNG,"",303446.0,42073000.0,0.0768,0.0564,268,-15049.0,-4.725035,reduction,0.1194016,Q2 2018,ENERGY,13F,03/31/2022,63.47,
Verisk analytics inc,VRSK,"",195526.0,41966000.0,0.0766,0.0776,269,1093.0,0.562147,addition,0.1238274,Q3 2014,INDUSTRIALS,13F,03/31/2022,96.7725,
Cummins inc,CMI,"",204222.0,41888000.0,0.0765,0.0923,270,-38208.0,-15.760426,reduction,0.1447379,Q3 2014,INDUSTRIALS,13F,03/31/2022,150.49,
Fifth third bancorp (1927) (cincinnati  oh),FITB,"",972294.0,41848000.0,0.0764,0.0796,271,-75480.0,-7.203844,reduction,0.1421987,Q3 2014,FINANCE,13F,03/31/2022,24.07,
Mongodb inc,MDB,"",93946.0,41674000.0,0.0761,0.0704,272,17709.0,23.228878,addition,0.1379227,Q4 2020,INFORMATION TECHNOLOGY,13F,03/31/2022,372.4947,
Monster beverage corp.,MNST,"",521133.0,41639000.0,0.076,0.1097,273,-133396.0,-20.380457,reduction,0.0983880,Q3 2014,CONSUMER STAPLES,13F,03/31/2022,53.93,
Hess corp,HES,"",387676.0,41497000.0,0.0758,0.0517,274,-12906.0,-3.221812,reduction,0.1245495,Q3 2014,ENERGY,13F,03/31/2022,65.12,
Veeva systems inc,VEEV,"",195170.0,41466000.0,0.0757,0.0845,275,5607.0,2.957856,addition,1.3217982,Q2 2019,INFORMATION TECHNOLOGY,13F,03/31/2022,156.7479,
Halliburton co.,HAL,"",1086328.0,41139000.0,0.0751,0.0487,276,-133958.0,-10.97759,reduction,0.1204387,Q3 2014,ENERGY,13F,03/31/2022,39.86,
Ametek inc.,AME,"",306653.0,40840000.0,0.0746,0.0788,277,-522.0,-0.169936,reduction,0.1328020,Q3 2014,INDUSTRIALS,13F,03/31/2022,67.65,
Old dominion freight line inc,ODFL,"",136593.0,40798000.0,0.0745,0.085,278,614.0,0.45154,addition,0.1205015,Q4 2019,TRANSPORTS,13F,03/31/2022,97.7772,
Twilio inc,TWLO,"",247206.0,40742000.0,0.0744,0.105,279,18713.0,8.189748,addition,0.1438399,Q4 2019,INFORMATION TECHNOLOGY,13F,03/31/2022,138.3657,
Hershey company (the),HSY,"",186073.0,40309000.0,0.0736,0.0704,280,-22381.0,-10.736661,reduction,0.1274552,Q3 2014,CONSUMER STAPLES,13F,03/31/2022,108.63,
D.r. horton  inc.,DHI,"",540496.0,40272000.0,0.0735,0.1385,281,-191345.0,-26.145707,reduction,0.1535368,Q3 2015,CONSUMER DISCRETIONARY,13F,03/31/2022,50.15,
Paramount global,PARA,"",1060715.0,40106000.0,0.0732,0.0676,282,-224048.0,-17.438858,reduction,0.1743465,Q3 2014,COMMUNICATIONS,13F,03/31/2022,37.61,
Firstenergy corp.,FE,"",871126.0,39950000.0,0.0729,0.0702,283,-96136.0,-9.938982,reduction,0.1525796,Q3 2014,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,35.43,
Amerisourcebergen corp (holding co),ABC,"",257969.0,39910000.0,0.0729,0.0641,284,-18330.0,-6.634117,reduction,0.1231567,Q3 2014,CONSUMER STAPLES,13F,03/31/2022,87.16,
Hartford financial services group,HIG,"",555630.0,39900000.0,0.0728,0.0709,285,-32859.0,-5.583622,reduction,0.1689540,Q3 2014,FINANCE,13F,03/31/2022,46.14,
Edison international (southern california edison),EIX,"",568214.0,39832000.0,0.0727,0.0725,286,-40595.0,-6.667937,reduction,0.1492174,Q3 2014,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,65.03,
Gartner  inc.,IT,"",133015.0,39567000.0,0.0722,0.079,287,-2431.0,-1.794811,reduction,0.1651559,Q4 2017,INFORMATION TECHNOLOGY,13F,03/31/2022,140.26,
Zoom video communications inc,ZM,"",336038.0,39394000.0,0.0719,0.0955,288,38412.0,12.906131,addition,0.1335058,Q2 2020,INFORMATION TECHNOLOGY,13F,03/31/2022,252.3422,
Expedia group inc,EXPE,"",201324.0,39393000.0,0.0719,0.0631,289,1121.0,0.559932,addition,0.1328219,Q3 2015,CONSUMER DISCRETIONARY,13F,03/31/2022,116.9906,
Vmware inc,VMW,"",345121.0,39299000.0,0.0717,0.0698,290,-232.0,-0.067178,reduction,0.0818899,Q4 2017,INFORMATION TECHNOLOGY,13F,03/31/2022,116.52,
Kraft heinz co. (the),KHC,"",995227.0,39202000.0,0.0716,0.0666,291,-67964.0,-6.392454,reduction,0.0813126,Q3 2015,CONSUMER STAPLES,13F,03/31/2022,55.19,
Laboratory corp of america holdings,LH,"",147304.0,38838000.0,0.0709,0.0824,292,-3058.0,-2.033759,reduction,0.1589040,Q3 2015,HEALTH CARE,13F,03/31/2022,144.19,
Equifax inc.,EFX,"",163097.0,38670000.0,0.0706,0.0812,293,4074.0,2.561894,addition,0.1333199,Q4 2014,INDUSTRIALS,13F,03/31/2022,121.7648,
